,numid,list,messageid,senderaliasid,senderalias,referenceid,recipaliasid,recipalias,datetime,subject,body,from_commit
112,26702,54,JIRA.13088499.1500489709000.29759.1508692740399@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13088499.1500489709000@Atlassian.JIRA,,,2017-10-22 10:19:00-07,"[jira] [Commented] (AIRFLOW-1432) NVD3 Charts do not have labeled
 axes and units change dynamically","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1432?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16214385#comment-16214385 ] 

ASF subversion and git services commented on AIRFLOW-1432:
----------------------------------------------------------

Commit 70ffa43ad467e0c5ac9f8cca4971af5347c354fd in incubator-airflow''s branch refs/heads/v1-9-test from [~ashb]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=70ffa43 ]

[AIRFLOW-1432] Charts label for Y axis not visible

The NVD3 charts did _have_ labels on the y-axis
saying the unit (hours,
minutes etc) but they weren''t _visible_. nvd3.js
correctly places labels
on the xAxis, but it doesn''t correctly space them
on the vertical axis.

Closes #2710 from ashb/AIRFLOW-1432-chart-y-axes

(cherry picked from commit 4d1466b655e21b7756f22b5c2a3937811d0c65cf)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> NVD3 Charts do not have labeled axes and units change dynamically
> -----------------------------------------------------------------
>
>                 Key: AIRFLOW-1432
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1432
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: webserver
>            Reporter: Dan Davydov
>            Assignee: Ash Berlin-Taylor
>             Fix For: 1.9.0
>
>
> E.g. for the landing times chart, the y axis isn''t labeled (e.g. minutes/hours/days), and changes dynamically based on the data points in the chart/the pixel height of the chart. The y axis should be labeled in these charts.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
113,26703,54,JIRA.13088499.1500489709000.29765.1508692740454@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13088499.1500489709000@Atlassian.JIRA,,,2017-10-22 10:19:00-07,"[jira] [Resolved] (AIRFLOW-1432) NVD3 Charts do not have labeled
 axes and units change dynamically","
     [ https://issues.apache.org/jira/browse/AIRFLOW-1432?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Bolke de Bruin resolved AIRFLOW-1432.
-------------------------------------
       Resolution: Fixed
    Fix Version/s: 1.9.0

Issue resolved by pull request #2710
[https://github.com/apache/incubator-airflow/pull/2710]

> NVD3 Charts do not have labeled axes and units change dynamically
> -----------------------------------------------------------------
>
>                 Key: AIRFLOW-1432
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1432
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: webserver
>            Reporter: Dan Davydov
>            Assignee: Ash Berlin-Taylor
>             Fix For: 1.9.0
>
>
> E.g. for the landing times chart, the y axis isn''t labeled (e.g. minutes/hours/days), and changes dynamically based on the data points in the chart/the pixel height of the chart. The y axis should be labeled in these charts.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
114,666967,23,JIRA.12977198.1465473133000.38913.1465473140925@Atlassian.JIRA,25066,Tom Matecki (JIRA),JIRA.12977198.1465473133000@Atlassian.JIRA,,,2016-06-09 04:52:20-07,"[jira] [Created] (MILAGRO-11) Create ""Help wanted"" section on
 MILAGRO website","Tom Matecki created MILAGRO-11:
----------------------------------

             Summary: Create ""Help wanted"" section on MILAGRO website
                 Key: MILAGRO-11
                 URL: https://issues.apache.org/jira/browse/MILAGRO-11
             Project: Milagro
          Issue Type: Task
            Reporter: Tom Matecki
            Assignee: Tom Matecki


Link to MILAGRO JIRA board should be placed on MILAGRO website 

http://milagro.incubator.apache.org/index.html



--
This message was sent by Atlassian JIRA
(v6.3.4#6332)

",f
115,26704,54,JIRA.13109866.1508208719000.29774.1508693280068@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13109866.1508208719000@Atlassian.JIRA,,,2017-10-22 10:28:00-07,[jira] [Commented] (AIRFLOW-1719) Fix small typo - your vs you,"
    [ https://issues.apache.org/jira/browse/AIRFLOW-1719?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16214388#comment-16214388 ] 

ASF subversion and git services commented on AIRFLOW-1719:
----------------------------------------------------------

Commit dfe1d53f8a8c370d7f0fea408668c3f738189900 in incubator-airflow''s branch refs/heads/master from [~j450h1]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=dfe1d53 ]

[AIRFLOW-1719] Fix small typo

Closes #2689 from j450h1/master


> Fix small typo - your vs you
> ----------------------------
>
>                 Key: AIRFLOW-1719
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1719
>             Project: Apache Airflow
>          Issue Type: Improvement
>            Reporter: Jas Sohi
>
> Fix a small typo.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
116,26705,54,JIRA.13109866.1508208719000.29777.1508693340203@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13109866.1508208719000@Atlassian.JIRA,,,2017-10-22 10:29:00-07,[jira] [Resolved] (AIRFLOW-1719) Fix small typo - your vs you,"
     [ https://issues.apache.org/jira/browse/AIRFLOW-1719?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Bolke de Bruin resolved AIRFLOW-1719.
-------------------------------------
       Resolution: Fixed
    Fix Version/s: 1.9.0

Issue resolved by pull request #2689
[https://github.com/apache/incubator-airflow/pull/2689]

> Fix small typo - your vs you
> ----------------------------
>
>                 Key: AIRFLOW-1719
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1719
>             Project: Apache Airflow
>          Issue Type: Improvement
>            Reporter: Jas Sohi
>             Fix For: 1.9.0
>
>
> Fix a small typo.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
117,26706,54,JIRA.13109553.1508100330000.29793.1508693882030@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13109553.1508100330000@Atlassian.JIRA,,,2017-10-22 10:38:02-07,"[jira] [Commented] (AIRFLOW-1716) Fix multiple __init__ definition
 in SimpleDag","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1716?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16214393#comment-16214393 ] 

ASF subversion and git services commented on AIRFLOW-1716:
----------------------------------------------------------

Commit e05254f8731ac55e169cdc581a38b0d3fe06267d in incubator-airflow''s branch refs/heads/master from [~sanjay.pillai]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=e05254f ]

[AIRFLOW-1716] Fix multiple __init__ def in SimpleDag

Closes #2692 from MortalViews/master


> Fix multiple __init__ definition in SimpleDag
> ---------------------------------------------
>
>                 Key: AIRFLOW-1716
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1716
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: DAG
>    Affects Versions: 1.9.0
>            Reporter: Sanjay Pillai
>            Assignee: Sanjay Pillai
>
> In airflow.utitls.dag_processing.SimpleDag  __init__ definition is repeated. 
> probably a result of incorrect merge conflict resolution. 
> removed the previous __init__ def and updated doc string. 



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
118,26707,54,JIRA.13109553.1508100330000.29795.1508694182642@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13109553.1508100330000@Atlassian.JIRA,,,2017-10-22 10:43:02-07,"[jira] [Commented] (AIRFLOW-1716) Fix multiple __init__ definition
 in SimpleDag","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1716?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16214394#comment-16214394 ] 

ASF subversion and git services commented on AIRFLOW-1716:
----------------------------------------------------------

Commit 786e5223ac3c395dd31e748e6776fdaf3dc4880f in incubator-airflow''s branch refs/heads/master from [~bolke]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=786e522 ]

Revert ""[AIRFLOW-1716] Fix multiple __init__ def in SimpleDag""

This reverts commit e05254f8731ac55e169cdc581a38b0d3fe06267d.


> Fix multiple __init__ definition in SimpleDag
> ---------------------------------------------
>
>                 Key: AIRFLOW-1716
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1716
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: DAG
>    Affects Versions: 1.9.0
>            Reporter: Sanjay Pillai
>            Assignee: Sanjay Pillai
>
> In airflow.utitls.dag_processing.SimpleDag  __init__ definition is repeated. 
> probably a result of incorrect merge conflict resolution. 
> removed the previous __init__ def and updated doc string. 



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
119,26708,54,JIRA.13095579.1503043773000.29811.1508695322115@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13095579.1503043773000@Atlassian.JIRA,,,2017-10-22 11:02:02-07,[jira] [Commented] (AIRFLOW-1520) S3Hook uses boto2,"
    [ https://issues.apache.org/jira/browse/AIRFLOW-1520?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16214399#comment-16214399 ] 

ASF subversion and git services commented on AIRFLOW-1520:
----------------------------------------------------------

Commit cd3ad3f2e2108dfd2c416765c33a2e6dca576846 in incubator-airflow''s branch refs/heads/master from [~nzeilemaker]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=cd3ad3f ]

[AIRFLOW-1520] Boto3 S3Hook, S3Log

Closes #2532 from NielsZeilemaker/AIRFLOW-1520


> S3Hook uses boto2
> -----------------
>
>                 Key: AIRFLOW-1520
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1520
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Niels Zeilemaker
>
> The S3Hook uses boto2 which does not support container roles. Therefore, we need to add permissions to the underlying ec2 instances instead.
> Upgrading to boto3 fixes this



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
120,26709,54,JIRA.13095579.1503043773000.29817.1508695322169@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13095579.1503043773000@Atlassian.JIRA,,,2017-10-22 11:02:02-07,[jira] [Commented] (AIRFLOW-1520) S3Hook uses boto2,"
    [ https://issues.apache.org/jira/browse/AIRFLOW-1520?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16214401#comment-16214401 ] 

ASF subversion and git services commented on AIRFLOW-1520:
----------------------------------------------------------

Commit 3865836563e0ce97fd57232f4b6ede2fff601595 in incubator-airflow''s branch refs/heads/v1-9-test from [~nzeilemaker]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=3865836 ]

[AIRFLOW-1520] Boto3 S3Hook, S3Log

Closes #2532 from NielsZeilemaker/AIRFLOW-1520

(cherry picked from commit cd3ad3f2e2108dfd2c416765c33a2e6dca576846)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> S3Hook uses boto2
> -----------------
>
>                 Key: AIRFLOW-1520
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1520
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Niels Zeilemaker
>
> The S3Hook uses boto2 which does not support container roles. Therefore, we need to add permissions to the underlying ec2 instances instead.
> Upgrading to boto3 fixes this



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
121,26710,54,JIRA.13095579.1503043773000.29816.1508695322161@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13095579.1503043773000@Atlassian.JIRA,,,2017-10-22 11:02:02-07,[jira] [Commented] (AIRFLOW-1520) S3Hook uses boto2,"
    [ https://issues.apache.org/jira/browse/AIRFLOW-1520?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16214400#comment-16214400 ] 

ASF subversion and git services commented on AIRFLOW-1520:
----------------------------------------------------------

Commit cd3ad3f2e2108dfd2c416765c33a2e6dca576846 in incubator-airflow''s branch refs/heads/master from [~nzeilemaker]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=cd3ad3f ]

[AIRFLOW-1520] Boto3 S3Hook, S3Log

Closes #2532 from NielsZeilemaker/AIRFLOW-1520


> S3Hook uses boto2
> -----------------
>
>                 Key: AIRFLOW-1520
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1520
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Niels Zeilemaker
>
> The S3Hook uses boto2 which does not support container roles. Therefore, we need to add permissions to the underlying ec2 instances instead.
> Upgrading to boto3 fixes this



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
122,26711,54,JIRA.13095579.1503043773000.29822.1508695322207@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13095579.1503043773000@Atlassian.JIRA,,,2017-10-22 11:02:02-07,[jira] [Commented] (AIRFLOW-1520) S3Hook uses boto2,"
    [ https://issues.apache.org/jira/browse/AIRFLOW-1520?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16214402#comment-16214402 ] 

ASF subversion and git services commented on AIRFLOW-1520:
----------------------------------------------------------

Commit 3865836563e0ce97fd57232f4b6ede2fff601595 in incubator-airflow''s branch refs/heads/v1-9-test from [~nzeilemaker]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=3865836 ]

[AIRFLOW-1520] Boto3 S3Hook, S3Log

Closes #2532 from NielsZeilemaker/AIRFLOW-1520

(cherry picked from commit cd3ad3f2e2108dfd2c416765c33a2e6dca576846)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> S3Hook uses boto2
> -----------------
>
>                 Key: AIRFLOW-1520
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1520
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Niels Zeilemaker
>
> The S3Hook uses boto2 which does not support container roles. Therefore, we need to add permissions to the underlying ec2 instances instead.
> Upgrading to boto3 fixes this



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
123,26712,54,JIRA.13095579.1503043773000.29826.1508695380208@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13095579.1503043773000@Atlassian.JIRA,,,2017-10-22 11:03:00-07,[jira] [Resolved] (AIRFLOW-1520) S3Hook uses boto2,"
     [ https://issues.apache.org/jira/browse/AIRFLOW-1520?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Bolke de Bruin resolved AIRFLOW-1520.
-------------------------------------
       Resolution: Fixed
    Fix Version/s: 1.9.0

Issue resolved by pull request #2532
[https://github.com/apache/incubator-airflow/pull/2532]

> S3Hook uses boto2
> -----------------
>
>                 Key: AIRFLOW-1520
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1520
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Niels Zeilemaker
>             Fix For: 1.9.0
>
>
> The S3Hook uses boto2 which does not support container roles. Therefore, we need to add permissions to the underlying ec2 instances instead.
> Upgrading to boto3 fixes this



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
124,26713,54,JIRA.13047135.1488326347000.29831.1508695562360@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13047135.1488326347000@Atlassian.JIRA,,,2017-10-22 11:06:02-07,"[jira] [Commented] (AIRFLOW-926) jdbc connector is broken due to
 jaydebeapi api update","
    [ https://issues.apache.org/jira/browse/AIRFLOW-926?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16214405#comment-16214405 ] 

ASF subversion and git services commented on AIRFLOW-926:
---------------------------------------------------------

Commit 21257e8f0643335d09c41f324c1d83ad1a8fc485 in incubator-airflow''s branch refs/heads/master from [~r-richmond]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=21257e8 ]

[AIRFLOW-926] Fix JDBC Hook

JayDeBeApi made a backwards incompatible change
This updates the JDBC Hook''s implementation
and changes the required JayDeBeApi to >= 1.1.1

Closes #2651 from r-richmond/AIRFLOW-926


> jdbc connector is broken due to jaydebeapi api update
> -----------------------------------------------------
>
>                 Key: AIRFLOW-926
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-926
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: hooks
>    Affects Versions: Airflow 1.8, Airflow 1.7.1.3
>            Reporter: r-richmond
>             Fix For: 1.9.0
>
>
> marking this as major as JDBC hooks are broken but it probably belongs somewhere between major and minor.... feel free to adjust
> there is an incompability between jaydebapi==1.0.0 and airflow as it sits now. they changed their connect api. Its a small change but it breaks the jdbc hook for the moment. the jdbc hook [code|https://github.com/apache/incubator-airflow/blob/ff45d8f2218a8da9328161aa66d004c3db3b367e/airflow/hooks/jdbc_hook.py#L55] should look like this (working on a pull request right now but this is the fix + something for multiple jars that are comma separated)
> {code:python}
>         conn = jaydebeapi.connect(jclassname=jdbc_driver_name,
>                                   url=host,
>                                   driver_args=[str(login), str(psw)],
>                                   jars=jdbc_driver_loc.split(sep="",""))
> {code}
> anyways that should be changed and [setup.py|https://github.com/apache/incubator-airflow/blob/4f52db317f16b431ef06e61ffebd8cc6aecd50c1/setup.py#L143] should be updated to reflect
> {code}
> jdbc = [''jaydebeapi>=1.0.0'']
> {code}
> [jaydebeapi updated api|https://github.com/baztian/jaydebeapi/commit/2640445de036def2169514aa56e5ad9ced246b16#diff-a51683c99849d299a6cb9e6c4bcec328R349] jan 9 2017



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
125,26714,54,JIRA.13047135.1488326347000.29838.1508695562450@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13047135.1488326347000@Atlassian.JIRA,,,2017-10-22 11:06:02-07,"[jira] [Commented] (AIRFLOW-926) jdbc connector is broken due to
 jaydebeapi api update","
    [ https://issues.apache.org/jira/browse/AIRFLOW-926?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16214406#comment-16214406 ] 

ASF subversion and git services commented on AIRFLOW-926:
---------------------------------------------------------

Commit 07ed2968bbfb8c736ce6657190e887ba0a99f127 in incubator-airflow''s branch refs/heads/v1-9-test from [~r-richmond]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=07ed296 ]

[AIRFLOW-926] Fix JDBC Hook

JayDeBeApi made a backwards incompatible change
This updates the JDBC Hook''s implementation
and changes the required JayDeBeApi to >= 1.1.1

Closes #2651 from r-richmond/AIRFLOW-926

(cherry picked from commit 21257e8f0643335d09c41f324c1d83ad1a8fc485)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> jdbc connector is broken due to jaydebeapi api update
> -----------------------------------------------------
>
>                 Key: AIRFLOW-926
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-926
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: hooks
>    Affects Versions: Airflow 1.8, Airflow 1.7.1.3
>            Reporter: r-richmond
>             Fix For: 1.9.0
>
>
> marking this as major as JDBC hooks are broken but it probably belongs somewhere between major and minor.... feel free to adjust
> there is an incompability between jaydebapi==1.0.0 and airflow as it sits now. they changed their connect api. Its a small change but it breaks the jdbc hook for the moment. the jdbc hook [code|https://github.com/apache/incubator-airflow/blob/ff45d8f2218a8da9328161aa66d004c3db3b367e/airflow/hooks/jdbc_hook.py#L55] should look like this (working on a pull request right now but this is the fix + something for multiple jars that are comma separated)
> {code:python}
>         conn = jaydebeapi.connect(jclassname=jdbc_driver_name,
>                                   url=host,
>                                   driver_args=[str(login), str(psw)],
>                                   jars=jdbc_driver_loc.split(sep="",""))
> {code}
> anyways that should be changed and [setup.py|https://github.com/apache/incubator-airflow/blob/4f52db317f16b431ef06e61ffebd8cc6aecd50c1/setup.py#L143] should be updated to reflect
> {code}
> jdbc = [''jaydebeapi>=1.0.0'']
> {code}
> [jaydebeapi updated api|https://github.com/baztian/jaydebeapi/commit/2640445de036def2169514aa56e5ad9ced246b16#diff-a51683c99849d299a6cb9e6c4bcec328R349] jan 9 2017



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
126,26715,54,JIRA.13047135.1488326347000.29830.1508695562351@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13047135.1488326347000@Atlassian.JIRA,,,2017-10-22 11:06:02-07,"[jira] [Commented] (AIRFLOW-926) jdbc connector is broken due to
 jaydebeapi api update","
    [ https://issues.apache.org/jira/browse/AIRFLOW-926?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16214404#comment-16214404 ] 

ASF subversion and git services commented on AIRFLOW-926:
---------------------------------------------------------

Commit 21257e8f0643335d09c41f324c1d83ad1a8fc485 in incubator-airflow''s branch refs/heads/master from [~r-richmond]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=21257e8 ]

[AIRFLOW-926] Fix JDBC Hook

JayDeBeApi made a backwards incompatible change
This updates the JDBC Hook''s implementation
and changes the required JayDeBeApi to >= 1.1.1

Closes #2651 from r-richmond/AIRFLOW-926


> jdbc connector is broken due to jaydebeapi api update
> -----------------------------------------------------
>
>                 Key: AIRFLOW-926
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-926
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: hooks
>    Affects Versions: Airflow 1.8, Airflow 1.7.1.3
>            Reporter: r-richmond
>             Fix For: 1.9.0
>
>
> marking this as major as JDBC hooks are broken but it probably belongs somewhere between major and minor.... feel free to adjust
> there is an incompability between jaydebapi==1.0.0 and airflow as it sits now. they changed their connect api. Its a small change but it breaks the jdbc hook for the moment. the jdbc hook [code|https://github.com/apache/incubator-airflow/blob/ff45d8f2218a8da9328161aa66d004c3db3b367e/airflow/hooks/jdbc_hook.py#L55] should look like this (working on a pull request right now but this is the fix + something for multiple jars that are comma separated)
> {code:python}
>         conn = jaydebeapi.connect(jclassname=jdbc_driver_name,
>                                   url=host,
>                                   driver_args=[str(login), str(psw)],
>                                   jars=jdbc_driver_loc.split(sep="",""))
> {code}
> anyways that should be changed and [setup.py|https://github.com/apache/incubator-airflow/blob/4f52db317f16b431ef06e61ffebd8cc6aecd50c1/setup.py#L143] should be updated to reflect
> {code}
> jdbc = [''jaydebeapi>=1.0.0'']
> {code}
> [jaydebeapi updated api|https://github.com/baztian/jaydebeapi/commit/2640445de036def2169514aa56e5ad9ced246b16#diff-a51683c99849d299a6cb9e6c4bcec328R349] jan 9 2017



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
127,26716,54,JIRA.13047135.1488326347000.29839.1508695562459@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13047135.1488326347000@Atlassian.JIRA,,,2017-10-22 11:06:02-07,"[jira] [Commented] (AIRFLOW-926) jdbc connector is broken due to
 jaydebeapi api update","
    [ https://issues.apache.org/jira/browse/AIRFLOW-926?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16214407#comment-16214407 ] 

ASF subversion and git services commented on AIRFLOW-926:
---------------------------------------------------------

Commit 07ed2968bbfb8c736ce6657190e887ba0a99f127 in incubator-airflow''s branch refs/heads/v1-9-test from [~r-richmond]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=07ed296 ]

[AIRFLOW-926] Fix JDBC Hook

JayDeBeApi made a backwards incompatible change
This updates the JDBC Hook''s implementation
and changes the required JayDeBeApi to >= 1.1.1

Closes #2651 from r-richmond/AIRFLOW-926

(cherry picked from commit 21257e8f0643335d09c41f324c1d83ad1a8fc485)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> jdbc connector is broken due to jaydebeapi api update
> -----------------------------------------------------
>
>                 Key: AIRFLOW-926
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-926
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: hooks
>    Affects Versions: Airflow 1.8, Airflow 1.7.1.3
>            Reporter: r-richmond
>             Fix For: 1.9.0
>
>
> marking this as major as JDBC hooks are broken but it probably belongs somewhere between major and minor.... feel free to adjust
> there is an incompability between jaydebapi==1.0.0 and airflow as it sits now. they changed their connect api. Its a small change but it breaks the jdbc hook for the moment. the jdbc hook [code|https://github.com/apache/incubator-airflow/blob/ff45d8f2218a8da9328161aa66d004c3db3b367e/airflow/hooks/jdbc_hook.py#L55] should look like this (working on a pull request right now but this is the fix + something for multiple jars that are comma separated)
> {code:python}
>         conn = jaydebeapi.connect(jclassname=jdbc_driver_name,
>                                   url=host,
>                                   driver_args=[str(login), str(psw)],
>                                   jars=jdbc_driver_loc.split(sep="",""))
> {code}
> anyways that should be changed and [setup.py|https://github.com/apache/incubator-airflow/blob/4f52db317f16b431ef06e61ffebd8cc6aecd50c1/setup.py#L143] should be updated to reflect
> {code}
> jdbc = [''jaydebeapi>=1.0.0'']
> {code}
> [jaydebeapi updated api|https://github.com/baztian/jaydebeapi/commit/2640445de036def2169514aa56e5ad9ced246b16#diff-a51683c99849d299a6cb9e6c4bcec328R349] jan 9 2017



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
128,26717,54,JIRA.13047135.1488326347000.29849.1508695562531@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13047135.1488326347000@Atlassian.JIRA,,,2017-10-22 11:06:02-07,"[jira] [Resolved] (AIRFLOW-926) jdbc connector is broken due to
 jaydebeapi api update","
     [ https://issues.apache.org/jira/browse/AIRFLOW-926?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Bolke de Bruin resolved AIRFLOW-926.
------------------------------------
       Resolution: Fixed
    Fix Version/s: 1.9.0

Issue resolved by pull request #2651
[https://github.com/apache/incubator-airflow/pull/2651]

> jdbc connector is broken due to jaydebeapi api update
> -----------------------------------------------------
>
>                 Key: AIRFLOW-926
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-926
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: hooks
>    Affects Versions: Airflow 1.8, Airflow 1.7.1.3
>            Reporter: r-richmond
>             Fix For: 1.9.0
>
>
> marking this as major as JDBC hooks are broken but it probably belongs somewhere between major and minor.... feel free to adjust
> there is an incompability between jaydebapi==1.0.0 and airflow as it sits now. they changed their connect api. Its a small change but it breaks the jdbc hook for the moment. the jdbc hook [code|https://github.com/apache/incubator-airflow/blob/ff45d8f2218a8da9328161aa66d004c3db3b367e/airflow/hooks/jdbc_hook.py#L55] should look like this (working on a pull request right now but this is the fix + something for multiple jars that are comma separated)
> {code:python}
>         conn = jaydebeapi.connect(jclassname=jdbc_driver_name,
>                                   url=host,
>                                   driver_args=[str(login), str(psw)],
>                                   jars=jdbc_driver_loc.split(sep="",""))
> {code}
> anyways that should be changed and [setup.py|https://github.com/apache/incubator-airflow/blob/4f52db317f16b431ef06e61ffebd8cc6aecd50c1/setup.py#L143] should be updated to reflect
> {code}
> jdbc = [''jaydebeapi>=1.0.0'']
> {code}
> [jaydebeapi updated api|https://github.com/baztian/jaydebeapi/commit/2640445de036def2169514aa56e5ad9ced246b16#diff-a51683c99849d299a6cb9e6c4bcec328R349] jan 9 2017



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
